title,count
Encuesta Nacional de la Situación Nutricional en Colombia 2010,1
Spirit of Bernard Lyot: The Direct Detection of Planets and Circumstellar Disks in the 21st Century,1
Journal of Public Health Research,1
Global and Planetary Change,1
Quality Assess-ment Tool for Observational Cohort and Cross-Sectional Studies,1
Electronic Transactions on Numerical Analysis,1
Frontiers of Environmental Science and Engineering,1
Child and Adolescent Mental Health,1
J Geriatrics Palliative Care,1
"Global Environment: Water, Air, and Geochemical Cycles (Second Edition)",1
Aerobiologia,1
Sexual Health and its Linkages to Reproductive Health: An Operational Framework,1
Indian Health Disparities (Fact Sheet),1
International Journal of Molecular Epidemiology and Genetics,1
Musicae Scientiae,1
Therapeutic Advances in Respiratory Disease,1
Popular Contention in Great Britain,1
Distinction,1
Geroi 90-x Lyudi i den'Gi,1
Science and the Secrets of Nature: Books of Secrets in Medieval and Early Modern Culture,1
"The Indian Papers of Texas and the Southwest, 1825-1916",1
"Seminars in Ultrasound, CT and MRI",1
The Elasticity of Demand for Health Care: A review of the literature and its application to the military health system,1
Health insurance expansions and provider behavior: evidence from substance use disorder treatment,1
Il padre di famiglia: Governo della casa e governo civile nella tradizione dell’economica tra Cinque e Seicento,1
"EGEMS (Washington, DC)",1
Energy Environ. Sci.,1
Families in Society,1
Curr Protoc Mouse Biol,1
Cambridge Studies in Advanced Mathematics,1
"The National Academies of Sciences, Engineering, Medicine. Working definition of population health",1
Polymer Physics Applications to Molecular Association and Thermoreversible Gelation,1
"Electrical Impedance Tomography: Methods, History and Applications (Series in Medical Physics and Biomedical Engineering",1
Getting started with open data,1
Simulation and the Monte Carlo method,1
Reading and Writing Quarterly,1
Autism and Asperger Syndrome Preparing for Adulthood,1
Journal of Vascular Surgery: Venous and Lymphatic Disorders,1
Handbook of the Economics of Finance,1
Journal of Plant Nutrition,1
Canadian Journal of Plant Pathology,1
J. Geol,1
Ethics and International Affairs,1
Evidence-based geriatric nursing protocols for best practice,1
A History of Italian Literature,1
"Life, Letters, and Literary Remains, of John Keats",1
PROSPERO,1
Success and Luck: Good Fortune and the Myth of Meritocracy,1
World Medical Association,1
American journal of public health,1
"Optical Properties of Solids, Second",1
Acinetobacter Molecular Microbiology,1
Arctic,1
Deutsch von Verena von der Heyden-Rynsch,1
Use of Metabolomics to Advance Research on Environmental Exposures and the Human Exposome,1
Curr. Rev. Musculoskelet. Med.,1
Climate change 2014: mitigation of climate change. Contribution of Working Group III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change,1
Advance data,1
From Asylum to Community: Mental Health Policy in Modern America,1
Fuzzy Models and Algorithms for Pattern Recognition and Image Processing,1
Probing hard color-singlet exchange in p p ¯ collisions at √ s=630 GeV and 1800 GeV. Phys. Lett,1
ICGC,1
Zentralblatt fur Neurochirurgie,1
Surg Neurol Int,1
Accelerate PhenoTest™ BC Kit Instructions for Use,1
"Health, Risk and Society",1
Social Dynamics.,1
Simulation and Gaming,1
"National AIDS and STI Control Programme (NASCOP) Kenya, Ministry of Health Kenya. the Kenya HIV Testing Services Guidelines",1
ASNR Comments on Proposed CMS Rule Applying MPPR to Group Practices,1
Mortality from smoking in developed countries 1950-2020,1
Ninth IAS Conference On HIV Science,1
Journal of Criminology,1
Stochastic Phenomena and Chaotic Behavior in Complex Systems,1
J Geriatr Phys Ther,1
Advances in Therapy,1
ICDPIC: Stata Module to Provide Methods for Translating International Classification of Diseases (Ninth Revision) Diagnosis Codes into Standard Injury Categories And/or Scores,1
AJR Am J Roentgenol.,1
The Routledge Handbook of Terrorism Research,1
IBM Journal of Research and Development,1
Cochrane handbook for systematic reviews,1
Proceedings of the 5th Production & Operations Management World Conference,1
What is a Ventricular Assist Device?,1
"Rapid Communication and Price Fixing: The Airline Tariff Publishing Company Case, The Antitrust Revolution",1
Saphris (Asenapine) Sublingual Tablets,1
Flexible Adult Acquired Flatfoot Deformity: Comparison between Weightbearing and Nonweightbearing Cone-beam CT Examinations,1
Guidance notes for registering a systematic review protocol with PROSPERO,1
Glob. Change Biol. Bioenergy,1
Operations Research Letters,1
Multi-hazard Loss Estimation Methodology - Earthquake Model Technical Manual (Hazus®-MH 2.1),1
European Journal of Vascular Surgery,1
Clinical Case Studies,1
IEEE Photonics J.,1
Children AIDS 2015 Statistical Update,1
State of the world’s forests 2016,1
Rev. Lit. Arts Am.,1
EZPATH: A supplementary module for SYSTAT and SYGRAPH,1
The Decameron,1
The Presence of the Absent: Therapy with Families and their Ghosts,1
Journal of Infection and Chemotherapy,1
The mindful carnivore,1
Statistical Methods for Meta-Analysis,1
Journal of Continuing Education in the Health Professions,1
ACS Instrument Handbook,1
Heal Fit J Canada,1
Active Ageing: A Policy Framework,1
Plan of Action for the Prevention of Obesity in Children and Adolescents,1
Proc,1
Encycl. Public Health,1
Global Nest Journal,1
Development of a 4D Image Reconstruction Method with Respiratory Motion Compensation for Oncological PET Imaging,1
Medication Adherence: Helping Patients Take Their Medicines As Directed,1
Women's empowerment in action: evidence from a randomized control trial in Africa,1
Physiother Can,1
Wear,1
"Dynamical Heterogeneities in Glasses, Colloids, and Granular Media",1
"Mathematical Methods in Electromagnetic Theory, MMET, Conference Proceedings",1
National HIV/ AIDS Strategy for the United States: Update of 2014 Federal Actions to Achieve National Goals and Improve Outcomes Along the HIV Care Continuum,1
Resistance and Rebellion: Lessons from Eastern Europe,1
A Drug 15 Years in The Making: Alnylam’S Quest to Prove RNAi,1
ADHD Attention Deficit and Hyperactivity Disorders,1
AIDS and Behaviour,1
A Systematic Country Diagnostic,1
Psychiatric Genetics,1
Sci. Am.,1
Notes on Blood Meridian,1
Improving Primary Health Care Delivery in Nigeria,1
Genes and Cancer,1
Toxic Air: The Case for Cleaning Up Coal-Fired Power Plants,1
"Studies in Pure Mathematics,. Birkhäuser Basel",1
Origine(s) de la Bipedie chez les Hominides,1
Thinking through cultures: Expeditions in cultural psychology,1
eMagRes,1
Available from,1
Autotest VIH®,1
Paper presented at the 21st International Union for Health Promotion and Education World Conference on Health Promotion,1
Random Walks and Electric Networks,1
British Dental Journal,1
Microsystem Technologies,1
Neurologia,1
Amer. Math. Monthly,1
Targeted Oncology,1
Provider-led population health management,1
Journal of Public and International Affairs,1
The Johns Hopkins ACG System: Version 11.0 Technical Reference Guide,1
"Organizational ethics : healthcare, business, and policy : OE",1
Global health promotion,1
Front. Neural Circuits,1
Canadian Journal of Public Health,1
Mito e Antimito di Venezia Nel Bacino Adriatico (Secoli XV-XIX),1
"Substance Abuse: Treatment, Prevention, and Policy",1
Thoracic Cancer,1
Identity: An International Journal of Theory and Research,1
"Use of Antipsychotics among Seniors Living in Long-term Care Facilities, 2014",1
Int J Pediatr Adolesc Med,1
Voltaire Almighty,1
Exploring the BTZ bulk with boundary conformal blocks,1
"SCOReD 2006 - Proceedings of 2006 4th Student Conference on Research and Development \"Towards Enhancing Research Excellence in the Region\"",1
Examples of L2-complete and boundedly-complete distributions,1
Treating tobacco use and dependence: 2008 Update: Clinical Practice Guideline,1
Sov. Math. Dokl.,1
Forthcoming,1
Journal of Biology,1
The prospects for sustained growth in Africa benchmarking the constraints,1
Jewish Social Studies,1
Oxford Series in Visual Cognition,1
Int. J. Econ. Theor.,1
"DoEaSA, Population Division, W World Population Prospects: The 2017 Revision, Key Findings and Advance Tables",1
International Journal of Biological Markers,1
IDWeek,1
International Journal of Management Reviews,1
Journal of the American Pharmacists Association,1
Journal of Mass Spectrometry,1
"IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences",1
"BET2: MR-based Estimation of Brain, Skull and Scalp Surfaces",1
Human-Computer Interaction: Design and Evaluation,1
Counterfactuals and Causal Inference: Methods and Principles for Social Research,1
Objectivity,1
Boston diagnostic aphasia examination,1
"Thèses de l’Université catholique de Louvain, Presses universitaires de Louvain",1
Asterisque,1
A simple model for cluster efficiency In European Wind Energy Association Conference and Exhibition,1
Theory of Shell Structures,1
Developmental Psychopathology,1
Journal of Infrastructure Systems,1
Handbook of parent training: Helping parents prevent and solve problem behaviors,1
Pain physician,1
The Family Smoking Prevention and Tobacco Control Act,1
"Chaos (Woodbury, N.Y.)",1
Organic Synthesis: The Roles of Boron and Silicon,1
Algebraic Geometry.,1
Rifampicin (DB01045 APRD00207 EXPT02777),1
Electrochemical Supercapacitors: Scientific Fundamentals and Technological Applications,1
JGRE,1
"1,000 Black girl books resource guide",1
Foresight,1
Growing Up Tobacco Free: Preventing Nicotine Addiction in Children and Youths,1
Criminology research focus,1
Biogerontology,1
Biometals,1
The Astronomer's Telegram,1
Studies in Fuzziness and Soft Computing,1
NEUROTROPE Announces Positive Top-line Results from Phase 2 Study of Bryostatin-1 for Moderate to Severe Alzheimer's Disease,1
Antimicrob Resist Infect Control,1
HIV among African Americans [Internet]. CDC HIVAIDS,1
"In IAU Symp. 320, Solar and Stellar Flares and Their Effects on Planets",1
Test Beams at DESY,1
PEPFAR 3.0 - Controlling the Epidemic: Delivering On the Promise of An AIDS-free Generation,1
The Human Hippocampus,1
Annales Universitatis Mariae Curie-Sklodowska. Sectio D: Medicina,1
Archives of Physiology and Biochemistry,1
Date and Time on the Internet: Timestamps,1
WAO White Book on Allergy Update 2013. World Allergy Organization,1
Service Delivery Indicators Health Survey 2013-2014 - Harmonized Public Use Data - Overview [Internet],1
Cultural Geographies,1
Correlated Multi-Asset Portfolio Optimisation with Transaction Cost,1
"Funding, collateral and hedging: Uncovering the mechanics and the subtleties of funding valuation adjustments",1
"Life stress and illness: Formulation of the issues. In Dohrenwend, B.S & Dohrenwend, B.P. (Eds.), Stressful Life Events and Their Contexts, 1–27. New York; Prodist",1
Consciousness and Cognition,1
Sage Focus Ed.,1
Journal of Gastrointestinal and Liver Diseases,1
Journal of the Kentucky Medical Association,1
Achieved in MTN-017,1
Flexible Multibody Dynamics,1
Comput. Assist. Radiol. Surg. 30th Int. Congr. Exhib,1
"Diabetes, Metabolic Syndrome and Obesity: Targets and Therapy",1
SNANA Simlib from MINION-1016 OpSim Outpu,1
The Journal of experimental medicine,1
Qualitative Research Practice: A Guide for Social Science Students and Researchers,1
Progress in Human Geography,1
"Clinical Prediction Models A Practical Approach to Development, Validation and Updating",1
Examiner manual for the SRA Primary Mental Abilities Test (Form 10-14),1
Journal of Clinical Densitometry,1
Journal of Advertising,1
Technology in Cancer Research and Treatment,1
Ann Rev Fluid Mech,1
Desalination and Water Treatment,1
Natural Gas and the Transformation of the U.S. Energy Sector: Electricity,1
"Regression Modeling Strategies: With Applications to Linear Models, Logistic Regression, and Survival Analysis",1
Journal of Political Ecology,1
J R Stat Soc Ser B (Stat Methodol),1
Algorithms in Rigidity Theory with Applications to Protein Flexibility and Mechanical Linkages [Thesis Ph. D.],1
Status Report on Adolescents and Young People in Sub-Saharan Africa: Opportunities and Challenges,1
Nation,1
One Health,1
Unequal Treatment: Confronting Racial and Ethnic Disparities in Health Care (with CD),1
Probl Dyn Strengths,1
'Wrong Focus: Mental Health in the Gun Safety Debate.',1
Electricity economics,1
Rev Fr Autom Inf Rech Oper,1
Minerals Engineering,1
Telemedicine journal and e-health : the official journal of the American Telemedicine Association,1
Medical Molecular Morphology,1
World Malaria Report 2014,1
NatAs,1
Ramon Músquiz to Santiago Vidaurri,1
Memorie della Societa Astronomica Italiana Supplementi,1
"MM'09 - Proceedings of the 2009 ACM Multimedia Conference, with Co-located Workshops and Symposiums",1
Birth Defects Research Part C - Embryo Today: Reviews,1
ZOR Zeitschrift für Operations Research Mathematical Methods of Operations Research,1
Nutrition Research and Practice,1
The First Update of the Maddison Project: Re-Estimating Growth before 1820,1
Oncology nursing forum,1
Discrete-event System Simulation,1
Journal of Social Psychology,1
Journal of K-Theory,1
Journal of Clinical Anesthesia,1
Applied Health Economics and Health Policy,1
12th International Conference on Computer Methods and Advances in Geomechanics 2008,1
Cytology: Diagnostic Principles and Clinical Correlates,1
Dynamical Systems: A Renewal of Mechanism: Centennial of Georges David Birkhoff,1
American journal of physical medicine & rehabilitation / Association of Academic Physiatrists,1
Oil and Gas Science and Technology,1
Brazilian Criteria 2015 and Social Class Distribution Update for 2016,1
Surgical Risk Calculator,1
Croat. Chem. Acta,1
Best practices in quantitative methods,1
"Ideals, Varieties, and Algorithms",1
J Cyber Ther Rehabil,1
Structural equations with latent variables,1
Journal of Physiology and Pharmacology,1
The geometry of random fields,1
Gastrointestinal Endoscopy Clinics of North America,1
A better picture of poverty: What chronic absenteeism and risk load reveal about NYC's lowest-income elementary schools,1
Optometric Education,1
Eur Urol,1
Theoretical Advanced Study Institute in Elementary Particle Physics: new frontiers in fields and strings (TASI 2015),1
Environment and Planning A,1
Canadian J. Econom.,1
The Mathematics of Computerized Tomography,1
Cloud Computing for Science and Engineering,1
Journal of Child Sexual Abuse,1
Health Information and Libraries Journal,1
Monitoring Violence Against Healthcare: February 2018 Summary Report. 8 March 2018,1
Journal of Ovarian Research,1
Magn Reson Med,1
"Health, United States 2010: with Special Feature on Death and Dying",1
Nat Immunol,1
Eingang KILOWATT,1
Worse Than a Monolith: Alliance Politics and Problems of Coercive Diplomacy in Asia,1
The sanctions paradox: Economic statecraft and international relations,1
IEEM 2007: 2007 IEEE International Conference on Industrial Engineering and Engineering Management,1
Discourse and social change,1
Molecular Urology,1
Abstr. Pap. Am. Chem. Soc.,1
Principles and Practice of Pediatric Oncology,1
World Development Indicators,1
Journal of pediatric surgery,1
Scandinavian Journal of Primary Health Care,1
GCN,1
International Journal of Plant Sciences,1
CMS Statistics Reference Booklet,1
Council for the Accreditation of Counseling and Related Educational Programs,1
"Handbook of Fuel Cells: Fundamentals, Technology, and Applications",1
From Algos to Autonomous: Nostalgic Eastern Europe as Postimperial Mania,1
International Journal of Social Psychiatry,1
New Astronomy Reviews,1
Beyond Arthurian Romances: The Reach of Victorian Medievalism,1
Canadian Journal of Hospital Pharmacy,1
Appropriations history by institute/center (1938 to present),1
Antiretroviral Drugs for Treating Pregnant Women and Preventing HIV Infection in Infants: Recommendations for a Public Health Approach (2013 Version).,1
Environ. Sci. Technol.,1
Methods for Solving Incorrectly Posed Problems,1
Journal of Cardiopulmonary Rehabilitation and Prevention,1
Int. J. Adv. Med.,1
"Modern Cryptography, Theory and Practice",1
Handbook of VLSI Microlithography,1
Treatise on Electricity and Magnetism,1
Proceedings of the 4th International Symposium on Neonatal Diarrhea 1983,1
Circles of Compensation: Economic Growth and the Globalization of Japan,1
Nat. Hum. Behav,1
Switzerland,1
"Proceedings of the 2nd IEEE and ACM International Workshop on Augmented Reality, ser. IWAR",1
"Proceedings of the 3rd International Conference on Medical Image Computing and Computer-Assisted Intervention, ser. MICCAI 2000",1
"Proceedings - International Symposium on Mixed and Augmented Reality, ISMAR 2002",1
Regiae Sci. Nat. di Torino,1
Cladistics,1
Obesity and Asian Americans [Updated 2009],1
Journal of Small Animal Practice,1
The Hastings Center report,1
American Journal of Medical Genetics - Neuropsychiatric Genetics,1
Legislative Authority: Minnesota Statutes and Rules,1
Molecular and Cellular Neuroscience,1
Aerogels Handbook,1
Dynamics of Nonlinear Systems,1
Applied Radiology,1
Standard Definitions: Final Disposition of Case Codes and Outcome Rates for Surveys,1
The pyramids and palm trees test: A test of semantic access from words and pictures,1
Algebra and Number Theory,1
Functional Analysis and its Applications,1
Journal of Research in Childhood Education,1
"Green March, Black September: The Story of the Palestinian Arabs",1
The Atlantic,1
Geometric Mechanics and Symmetry: From Finite to Infinite Dimensions,1
International Journal of Bilingual Education and Bilingualism,1
Wiley Ser Probab Stat Appied Probab Stat Sect,1
Foundations of Fluid Dynamics,1
J SIAM,1
AAS/DPS Meeting 48 Abstracts,1
New York Journal of Mathematics,1
Inquiry,1
Journal of Gerontology & Geriatric Research,1
The Global Adult Tobacco Survey: Vietnam; WHO,1
Journal of Health Disparities Research and Practice,1
The Swinburne Letters,1
"Metallic Films for Electronic, Optical and Magnetic Applications: Structure, Processing and Properties",1
Voltaire and the Century of Light,1
International Journal of Developmental Biology,1
Revista de Psiquiatria y Salud Mental,1
Chirurgie,1
Scandinavian Journal of Nutrition/Naringsforskning,1
The Joint Commission journal on quality improvement,1
Proceedings (Bayl Univ Med Cent),1
Liberia Demographic and Health Survey 2013,1
"J. Roy. Stat. Soc., Ser. B",1
Shock and Vibration Digest,1
Electron Tomography: Methods for Three-Dimensional Visualization of Structures in the Cell,1
Better But Not Well: Mental Health Policy in the United States since 1950,1
Gaia Intermediate Data Release Scenario,1
Journal of Medical and Veterinary Mycology,1
Insecticide-treated Nets Access and Use Report,1
Journal of the American Medical Women's Association (1972),1
"Cushman et al., Snowmass CF1 summary: WIMP dark matter direct detection (2013). arXiv",1
Journal of Pregnancy,1
CRS report for congress,1
Strategies for Value-based Physician Compensation,1
Common Sense,1
Fractures in Children,1
Robust chi-square difference testing with mean and variance adjusted test statistics,1
Archives Italiennes de Biologie,1
A Practical Guide to Splines,1
A plague of prisons: the epidemiology of mass incarceration in America,1
"My Home, My Land: A Narrative of the Palestinian Struggle",1
China repeats opposition to unilateral sanctions on Iran.,1
Encyclopedia of biostatistics,1
Logistic regression using SAS: Theory and application,1
Magnesium Technology 2017,1
Materials Science and Engineering B: Solid-State Materials for Advanced Technology,1
Canadian Journal of Linguistics,1
Journal of the European Ceramic Society,1
Revised Global Scales: Motivational Interviewing Treatment Integrity 3,1
Tohoku Mathematical Journal,1
Materials Science and Engineering,1
J Virus Erad,1
American Journal of Health Education,1
Biomedical Engineering Letters,1
"CDC Compilation of Benzodiazepines, Muscle Relaxants, Stimulants, Zolpidem, and Opioid Analgesics with Oral Morphine Milligram Equivalent Conversion Factors, 2016 Version",1
LGBTQ Policy J Harvard Kennedy Sch,1
Principles of biomedical ethics,1
Microeconomic Theory,1
Eur. J. Heal. Biol. Educ,1
Cancer Detection and Prevention,1
Folia Neuropathologica,1
17th International Symposium on Mathematical and Computational Biology,1
The Bulletin of Mathematical Biophysics,1
"The Perceptron, A Perceiving and Recognizing Automaton",1
Journal of cultural diversity,1
"Walden; or, Life in the Woods",1
"The Human Eye: Structure and Function. Sunderland, MA",1
Neurotoxicity research,1
Psyarxiv,1
International Journal of Psychiatry in Clinical Practice,1
Nursing practice: The ethical issues,1
Parentification Inventory,1
Global Society,1
2017 USRDS Annual Data Report: Epidemiology of Kidney Disease in the United States,1
J Clin Microbiol,1
"Synthesis, Functionalization and Surface Treatment of Nanoparticles",1
Specialized ethnographic methods: A mixed methods approach,1
Current Genetics,1
International Journal of Mental Health Systems,1
Psychology & Neuroscience,1
Hepat Med,1
OMICS A Journal of Integrative Biology,1
Infectious Diseases Society of America 39th Annual Meeting,1
The role and qualifications of the reading coach in the United States,1
Behavioural Processes,1
Microeconomics,1
American Journal of Cancer,1
EuPA Open Proteomics,1
Nursing Forum,1
J. Law Biosci.,1
Minerva Ginecol.,1
The Building of Renaissance Florence: An Economic and Social History,1
Uniform Confidence Bands in Deconvolution with Unknown Error Distribution,1
Turbulence: an introduction for scientists and engineers,1
Engaging theories in interpersonal communication,1
The Long Game: How Obama Defied Washington and Redefined America’s Role in the World,1
Youth suicide,1
Public Interest,1
"Police-reported sexual offences against children and youth in Canada, 2012",1
Introduction to Solid State Physics,1
API-5L: Specification for Line Pipe,1
Hematology/ Oncology and Stem Cell Therapy,1
"The deindustrialization of America: plant closings, community abandonment, and the dismantling of basic industry",1
Attitudes and reading,1
International Regimes,1
Documenta Ophthalmologica,1
Physica E: Low-Dimensional Systems and Nanostructures,1
Stem Cell Reviews,1
Best Care at Lower Cost: The Path to Continuously Learning Health Care in America,1
New Zealand Medical Journal,1
Proc. 19th Int. Conf. Artif. Intell. Statist.,1
Facts and figures on violence against women,1
"Du Bartas, 1590-1990. Actes du Colloque International D'Auch-Le Bartas-Pau. 6-8 Avril 1990",1
Duane's Clinical Ophthalmology,1
Mem. Amer. Math. Soc,1
Kid Int Suppl.,1
Setiawan VW. Association of coffee consumption with total and cause-specific mortality among nonwhite populations. Ann Intern Med,1
Proc. Int. Conf. Image Form X-Ray CT,1
The Nature of Statistical Learning Theory,1
Brain POP-Health,1
Retinal Photographic Screening for Diabetic Eye Disease,1
Report of the task group on reference man. ICRP publication 23,1
An introduction to statistical learning: With applications in R,1
Perspectives on the Economics of Aging,1
Waves of Democracy: Social Movements and Political Change,1
Freakonomics,1
Advances in neurology,1
Exercise & Sports Science Australia. Adult Pre-exercise Screening System,1
J. Addict. Res. Ther.,1
"ASP Conf. Ser. 52, Astronomical Data Analysis Software and Systems II",1
Report No. NCEE 2008-4030,1
Foundations of Image Science,1
Dark Matter under the Microscope: Constraining Compact Dark Matter with Caustic Crossing Events,1
What is monkeypox? New cases of smallpox-like disease afflict Nigeria,1
Handbook of Industrial Organization,1
ACM Transactions on Management Information Systems,1
Relative unitary RZ-spaces and the Arithmetic Fundamental Lemma,1
University of Alabama-Birmingham; 2017,1
Report on blood safety and HIV/AIDS,1
Journal of Mathematical Sociology,1
Energy Economics,1
Diffusion MRI: From Quantitative Measurement to In vivo Neuroanatomy: Second Edition,1
"Laboratory procedure manual. Analyte: benzophenone-3, bisphenol A, 2,4-dichlorophenol, 2,5-dichlorophenol, methyl-, ethyl-, propyl-, and butyl parabens, triclosan",1
Brief History of ICU Design,1
LinkedIn,1
Listening in The Dark: The Acoustic Orientation of Bats and Men,1
Comparing patient safety in rural hospitals by bed count.,1
Treatise on Geochemistry,1
20th International Specialty Conference on Cold-Formed Steel Structures - Recent Research and Developments in Cold-Formed Steel Design and Construction,1
Strain,1
Handbook on impact evaluation,1
Bioelectromagnetics,1
Arquivos de Gastroenterologia,1
Mixed-effects models in S and S-PLUS,1
National forensic laboratory information system: year 2015 annual report,1
RAND J. Econom.,1
Address-Based Sampling: American Association for Public Opinion Research,1
Japan Journal of Industrial and Applied Mathematics,1
Wuli Huaxue Xuebao/ Acta Physico - Chimica Sinica,1
Canadian Journal of Veterinary Research,1
Jet energy scale and resolution in the CMS experiment in pp collisions at 8 TeV,1
Am. J. Physiol. Content,1
JACC: Basic to Translational Science,1
Cancer Stat Facts: Uterine Cancer,1
Report of the un Mission to Investigate Allegations of the Use of Chemical Weapons in the Syrian Arab Republic on the Alleged Use of Chemical Weapons in the Ghouta Area of Damascus on,1
New Perspectives on Mineral Nucleation and Growth,1
Acad. Management Proc 2015,1
Journal of surgical orthopaedic advances,1
CNS oncology,1
"Proceedings of the 7th ACM Conference on Embedded Networked Sensor Systems, SenSys 2009",1
Front Bioeng Biotechnol,1
"Soon, ban on blood tests to detect TB",1
Working with Voices: Victim to Victor,1
Whose Science? Whose Knowledge? Thinking from Women’s Lives,1
AGS/BGS clinical practice guideline: prevention of falls in older persons,1
"2010 IEEE International Conference on Automation Science and Engineering, CASE 2010",1
The American Interest,1
Development of an equivalent wind plant power curve,1
Plasmonics: Fundamentals and Applications,1
PET Clinics,1
Journal of Environmental Engineering (United States),1
Word Health Organization Expert Committee Report: Physical Status: The Use and Interpretation of Anthropometry,1
Rise of the warrior cop: the militarization of America’s police forces,1
Antiviral research,1
Submitted To: Mon. Not. R. Astron. Soc.,1
Environmental Geochemistry and Health,1
"Progress On Global Access to HIV Antiretroviral Therapy: A Report On \"3 by 5\" and beyond",1
International Journal of Mental Health and Addiction,1
"Health Behavior and Health Education: Theory, Research, and Practice",1
Missing Data in Randomised Controlled Trials-A Practical Guide,1
Arthritis Rheum,1
Latin American Antiquity,1
BMJ global health,1
Salinity,1
Healthc Technol Lett,1
Critical Reviews in Oncogenesis,1
"Proceedings of the 2015 IEEE International Symposium on Mixed and Augmented Reality, ISMAR 2015",1
"Safety Evaluation of Certain Food Additives and Contaminants, WHO Food Additives Series",1
Knowl. Inf. Syst,1
"Nelson Mandela/HSRC Study of HIV/AIDS: South African National HIV Prevalence, Behavioural Risks and Mass Media: Household Survey",1
"National Antenatal Sentinel HIV and Syphilis Prevalence Survey in South Africa, 2009",1
Early Life Origins of Human Health and Disease,1
Journal of Nanotechnology,1
Annual Review of Earth & Planetary Sciences,1
Measurement of the inclusive production cross sections for forward jets and for dijet events with one forward and one central jet in pp collisions at √ s=7 TeV,1
Applied Developmental Science,1
Statistics and Its Interface,1
Nuovo Cimento della Societa Italiana di Fisica A,1
Journal of Invertebrate Pathology,1
The State of Mental Health in America.,1
Econom. Policy Rev,1
OSAT-2 2011 Summary Report for Fate and Effects of Remnant Oil in the Beach Environment.,1
The Mental Lexicon,1
Indian Journal of Psychological Medicine,1
J Criminal Law Criminol,1
Becoming Villagers: Comparing Early Village Societies,1
J Genet Syndr Gene Ther.,1
Surveys in Geophysics,1
Neurology Research International,1
Int. J. Phys. Med. Rehabil.,1
Does gifted education work? For which students?,1
Strangers in their own land: anger and mourning on the American right,1
"Handbook of K-Theory. Vol. 1, 2",1
Attention-Deficit Hyperactivity Disorder: A Handbook for Diagnosis and Treatment,1
European Journal of Developmental Psychology,1
Cancer science,1
"Philos. Trans. R. Soc., A",1
Tobacco Induced Diseases,1
World J Biol Chem,1
The American journal of knee surgery,1
Statistical Decision Theory and Decision Analysis,1
Applied conformal field theory,1
Separation and Purification Reviews,1
World hospitals and health services : the official journal of the International Hospital Federation,1
"Dynamics, Theory and Applications",1
Verification of A Cryptographic Primitive: SHA-256,1
Modeling Nanoscale Imaging in Electron Microscopy,1
Progress of Theoretical and Experimental Physics,1
Service Availability and Readiness Assessment (SARA)l,1
The golden bough: A study in magic and religion,1
Comparative Studies in Society and History,1
Progress in clinical and biological research,1
The Concentration of Health Care Spending. Washington DC): National Institute of Health Care Management Foundation,1
Advances in Engineering Software,1
Lecture Notes in Mathematics 1513,1
Proc Int Soc Magn Reson Med,1
"GLOBOCAN 2012 V1.0, Cancer Incidence and Mortality Worldwide: IARC CancerBase No. 11",1
Biom Bull,1
The New York state dental journal,1
Military Sees Rise in Eye Injuries from Lasers,1
Fiz. Tverd. Tela,1
AHRQ Quality IndicatorsdGuide to Prevention Quality Indicators: Hospital Admission for Ambulatory Care Sensitive Conditions,1
Prediction of Sustained Harmonic Walking in the Free-living Environment Using Raw Accelerometry Data,1
"Large scale structure and dynamics of complex networks: From information technology to finance and natural sciences. World Scientific, chap Correlations in complex networks (pp. 35–66)",1
Impact: Feature Issue on Educating K-12 English Language Learners with Disabilities,1
Assessing the Iron Status of Populations; Including Literature Reviews: A Report of a Joint World Health Organization,1
Elektronika ir Elektrotechnika,1
Concrete Mathematics: A Foundation for Computer Science,1
The Behavior Therapist,1
"Multilevel and Longitudinal Modeling with IBM SPSS, Second Edition",1
Journal of Moral Education,1
Front Syst Neurosci,1
Rest in power: the enduring life of Trayvon Martin,1
Minimum Design Loads for Buildings and Other Structures,1
Future of Children,1
Open Microbiol. J,1
Journal of Portfolio Management,1
Living conditions monitoring survey report,1
Molecules and cells,1
"Journal of Ocular Biology, Diseases, and Informatics",1
The Oxford 2011 Levels of Evidence,1
Organisation of Services for Diabetic Retinopathy Screening,1
Springer Handbook of Robotics,1
World Allergy Organ J,1
Journal of cell science,1
Journal of Neurodevelopmental Disorders,1
"Nutrición y Salud Pública: Métodos, Bases Científicas y Aplicaciones",1
J Geophys Res,1
"ASP Conf. Ser. 273, the Dynamics, Structure & History of Galaxies: A Workshop in Honour of Professor Ken Freeman",1
Nurse Practitioner,1
Tissue and Cell,1
"OverFeat: Integrated Recognition, Localization and Detection Using Convolutional Networks",1
"Sedia HIV-1 LAg-Avidity EIA, LN 6039",1
LINE-1,1
Physics-Uspekhi,1
Applied Occupational and Environmental Hygiene,1
Critical Social Policy,1
Informal Banking and Relational Borrowing: An Empirical Analysis,1
Current Population Reports. [Internet]. 2016,1
International Center for Research on Women,1
Oxford Review of Economic Policy,1
National Hospital Ambulatory Medical Care Survey: 2010 emergency department summary tables,1
East African Medical Journal,1
"Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology, and Endodontics",1
Journal of Embryology and Experimental Morphology,1
Encyclopedia of Mathematics,1
